ori_city,dest_city,laneRequest,ship_date,rpm_est_mean
Houston,Laredo,zip3:772-zip3:780,"Jan 12, 2023",6.513502923857345
Houston,San Antonio,zip3:772-zip3:782,"Jan 12, 2023",7.405331697375553
Fort Collins,Phoenix,zip3:805-zip3:850,"Jan 12, 2023",4.314116277332938
Los Angeles,Phoenix,zip3:900-zip3:850,"Jan 12, 2023",6.966430809282587
Van Nuys,Phoenix,zip3:914-zip3:850,"Jan 12, 2023",6.072574645037394
Boston,Edison,zip3:021-zip3:088,"Jan 13, 2023",8.694617735456806
Boston,Edison,zip3:022-zip3:088,"Jan 13, 2023",8.261513764253696
Elizabeth,Atlanta,zip3:072-zip3:303,"Jan 13, 2023",5.031129532438205
Atlanta,Dallas,zip3:303-zip3:752,"Jan 13, 2023",4.174487753724442
Atlanta,Dallas,zip3:303-zip3:753,"Jan 13, 2023",4.355816588843581
Jacksonville,Orlando,zip3:322-zip3:328,"Jan 13, 2023",10.545181806773202
Jacksonville,Tampa,zip3:322-zip3:336,"Jan 13, 2023",8.123228388376836
Memphis,Milwaukee,zip3:381-zip3:532,"Jan 13, 2023",3.7381568448237266
Cleveland,Grand Prairie,zip3:441-zip3:750,"Jan 13, 2023",4.422453673757058
Indianapolis,Cincinnati,zip3:462-zip3:452,"Jan 13, 2023",13.183936392360504
Minneapolis,Chicago,zip3:554-zip3:606,"Jan 13, 2023",6.778123656454209
Chicago,Atlanta,zip3:606-zip3:303,"Jan 13, 2023",6.535113905584787
Chicago,Minneapolis,zip3:606-zip3:554,"Jan 13, 2023",5.989416360793038
Chicago,Chicago,zip3:606-zip3:606,"Jan 13, 2023",29.058751626955168
Saint Louis,Chicago,zip3:631-zip3:606,"Jan 13, 2023",7.252310510552757
Fort Worth,Houston,zip3:761-zip3:770,"Jan 13, 2023",5.32517241467259
Fort Worth,Houston,zip3:761-zip3:772,"Jan 13, 2023",5.182346817963259
Houston,Dallas,zip3:770-zip3:752,"Jan 13, 2023",7.44302594117894
Houston,Dallas,zip3:770-zip3:753,"Jan 13, 2023",7.5534613274378355
Houston,Laredo,zip3:770-zip3:780,"Jan 13, 2023",6.045704490363355
Houston,San Antonio,zip3:770-zip3:782,"Jan 13, 2023",7.375344324580224
Houston,Dallas,zip3:772-zip3:752,"Jan 13, 2023",7.526890118151588
Houston,Dallas,zip3:772-zip3:753,"Jan 13, 2023",7.418780265718331
Houston,Laredo,zip3:772-zip3:780,"Jan 13, 2023",6.085048242454404
Houston,San Antonio,zip3:772-zip3:782,"Jan 13, 2023",7.273313721540502
Fort Collins,Phoenix,zip3:805-zip3:850,"Jan 13, 2023",4.943534955707088
Los Angeles,Phoenix,zip3:900-zip3:850,"Jan 13, 2023",7.626077601727394
Van Nuys,Phoenix,zip3:914-zip3:850,"Jan 13, 2023",6.744185077033046
Boston,Edison,zip3:021-zip3:088,"Jan 14, 2023",7.900165469845865
Boston,Edison,zip3:022-zip3:088,"Jan 14, 2023",7.662549266779882
Elizabeth,Atlanta,zip3:072-zip3:303,"Jan 14, 2023",4.778899976898928
Atlanta,Dallas,zip3:303-zip3:752,"Jan 14, 2023",3.9446304440588786
Atlanta,Dallas,zip3:303-zip3:753,"Jan 14, 2023",4.132574965546756
Jacksonville,Orlando,zip3:322-zip3:328,"Jan 14, 2023",10.46593680352506
Jacksonville,Tampa,zip3:322-zip3:336,"Jan 14, 2023",7.779220178364202
Memphis,Milwaukee,zip3:381-zip3:532,"Jan 14, 2023",4.6006586338659865
Cleveland,Grand Prairie,zip3:441-zip3:750,"Jan 14, 2023",4.42360821944168
Indianapolis,Cincinnati,zip3:462-zip3:452,"Jan 14, 2023",13.274172672431735
Minneapolis,Chicago,zip3:554-zip3:606,"Jan 14, 2023",6.233016295478247
Chicago,Atlanta,zip3:606-zip3:303,"Jan 14, 2023",6.883418633448294
Chicago,Minneapolis,zip3:606-zip3:554,"Jan 14, 2023",5.987806749949453
Chicago,Chicago,zip3:606-zip3:606,"Jan 14, 2023",29.23384428871568
Saint Louis,Chicago,zip3:631-zip3:606,"Jan 14, 2023",6.99689554552517
Fort Worth,Houston,zip3:761-zip3:770,"Jan 14, 2023",5.191066622077074
Fort Worth,Houston,zip3:761-zip3:772,"Jan 14, 2023",5.161136820700026
Houston,Dallas,zip3:770-zip3:752,"Jan 14, 2023",7.505886214141239
Houston,Dallas,zip3:770-zip3:753,"Jan 14, 2023",7.432644573715409
Houston,Laredo,zip3:770-zip3:780,"Jan 14, 2023",5.460419601468669
Houston,San Antonio,zip3:770-zip3:782,"Jan 14, 2023",6.890451454150739
Houston,Dallas,zip3:772-zip3:752,"Jan 14, 2023",7.771036797773301
Houston,Dallas,zip3:772-zip3:753,"Jan 14, 2023",7.678618880161617
Houston,Laredo,zip3:772-zip3:780,"Jan 14, 2023",5.509606086479813
Houston,San Antonio,zip3:772-zip3:782,"Jan 14, 2023",6.9810004805827965
Fort Collins,Phoenix,zip3:805-zip3:850,"Jan 14, 2023",4.828743964860372
Los Angeles,Phoenix,zip3:900-zip3:850,"Jan 14, 2023",5.9798218559407115
Van Nuys,Phoenix,zip3:914-zip3:850,"Jan 14, 2023",5.854757720808039
Boston,Edison,zip3:021-zip3:088,"Jan 15, 2023",6.598797381546689
Boston,Edison,zip3:022-zip3:088,"Jan 15, 2023",6.6195495181011825
Elizabeth,Atlanta,zip3:072-zip3:303,"Jan 15, 2023",4.940564808286473
Atlanta,Dallas,zip3:303-zip3:752,"Jan 15, 2023",4.100091845454609
Atlanta,Dallas,zip3:303-zip3:753,"Jan 15, 2023",4.285827170887842
Jacksonville,Orlando,zip3:322-zip3:328,"Jan 15, 2023",10.323105855649557
Jacksonville,Tampa,zip3:322-zip3:336,"Jan 15, 2023",7.649738081552374
Memphis,Milwaukee,zip3:381-zip3:532,"Jan 15, 2023",4.8964509072381395
Cleveland,Grand Prairie,zip3:441-zip3:750,"Jan 15, 2023",4.3305262865875935
Indianapolis,Cincinnati,zip3:462-zip3:452,"Jan 15, 2023",12.286883393285205
Minneapolis,Chicago,zip3:554-zip3:606,"Jan 15, 2023",7.065725123535791
Chicago,Atlanta,zip3:606-zip3:303,"Jan 15, 2023",6.657126370829342
Chicago,Minneapolis,zip3:606-zip3:554,"Jan 15, 2023",6.166530600938568
Chicago,Chicago,zip3:606-zip3:606,"Jan 15, 2023",29.320569806671966
Saint Louis,Chicago,zip3:631-zip3:606,"Jan 15, 2023",6.870572250630561
Fort Worth,Houston,zip3:761-zip3:770,"Jan 15, 2023",5.401999290872277
Fort Worth,Houston,zip3:761-zip3:772,"Jan 15, 2023",5.279415745463028
Houston,Dallas,zip3:770-zip3:752,"Jan 15, 2023",6.797397138801442
Houston,Dallas,zip3:770-zip3:753,"Jan 15, 2023",6.829195427878986
Houston,Laredo,zip3:770-zip3:780,"Jan 15, 2023",5.734726166520199
Houston,San Antonio,zip3:770-zip3:782,"Jan 15, 2023",7.057677791532401
Houston,Dallas,zip3:772-zip3:752,"Jan 15, 2023",7.158400393509644
Houston,Dallas,zip3:772-zip3:753,"Jan 15, 2023",7.0007046111580244
Houston,Laredo,zip3:772-zip3:780,"Jan 15, 2023",5.863493458154456
Houston,San Antonio,zip3:772-zip3:782,"Jan 15, 2023",7.091113077269655
Fort Collins,Phoenix,zip3:805-zip3:850,"Jan 15, 2023",4.9099887529347725
Los Angeles,Phoenix,zip3:900-zip3:850,"Jan 15, 2023",5.889933301376142
Van Nuys,Phoenix,zip3:914-zip3:850,"Jan 15, 2023",5.7504499143967855
Boston,Edison,zip3:021-zip3:088,"Jan 16, 2023",7.452241176857423
Boston,Edison,zip3:022-zip3:088,"Jan 16, 2023",7.413247752334099
Elizabeth,Atlanta,zip3:072-zip3:303,"Jan 16, 2023",5.340713671891283
Atlanta,Dallas,zip3:303-zip3:752,"Jan 16, 2023",4.090620882398015
Atlanta,Dallas,zip3:303-zip3:753,"Jan 16, 2023",4.3095772171193225
Jacksonville,Orlando,zip3:322-zip3:328,"Jan 16, 2023",10.799224997935438
Jacksonville,Tampa,zip3:322-zip3:336,"Jan 16, 2023",7.683804781244495
Memphis,Milwaukee,zip3:381-zip3:532,"Jan 16, 2023",4.6619300817081974
Cleveland,Grand Prairie,zip3:441-zip3:750,"Jan 16, 2023",4.44322556447054
Indianapolis,Cincinnati,zip3:462-zip3:452,"Jan 16, 2023",12.942462643790037
Minneapolis,Chicago,zip3:554-zip3:606,"Jan 16, 2023",7.389996186346801
Chicago,Atlanta,zip3:606-zip3:303,"Jan 16, 2023",6.429910679381276
Chicago,Minneapolis,zip3:606-zip3:554,"Jan 16, 2023",5.783482483565004
Chicago,Chicago,zip3:606-zip3:606,"Jan 16, 2023",27.540139361150707
Saint Louis,Chicago,zip3:631-zip3:606,"Jan 16, 2023",6.840313048604225
Fort Worth,Houston,zip3:761-zip3:770,"Jan 16, 2023",5.325972361502377
Fort Worth,Houston,zip3:761-zip3:772,"Jan 16, 2023",5.284531461049175
Houston,Dallas,zip3:770-zip3:752,"Jan 16, 2023",6.945849658068607
Houston,Dallas,zip3:770-zip3:753,"Jan 16, 2023",6.94183302960097
Houston,Laredo,zip3:770-zip3:780,"Jan 16, 2023",5.8039089562278185
Houston,San Antonio,zip3:770-zip3:782,"Jan 16, 2023",7.625138313314951
Houston,Dallas,zip3:772-zip3:752,"Jan 16, 2023",7.104744880685374
Houston,Dallas,zip3:772-zip3:753,"Jan 16, 2023",6.864327872874647
Houston,Laredo,zip3:772-zip3:780,"Jan 16, 2023",5.823276835829299
Houston,San Antonio,zip3:772-zip3:782,"Jan 16, 2023",7.698166013147919
Fort Collins,Phoenix,zip3:805-zip3:850,"Jan 16, 2023",4.537981952961676
Los Angeles,Phoenix,zip3:900-zip3:850,"Jan 16, 2023",6.556582067144378
Van Nuys,Phoenix,zip3:914-zip3:850,"Jan 16, 2023",6.1105907356619635
Boston,Edison,zip3:021-zip3:088,"Jan 17, 2023",8.000322549677856
Boston,Edison,zip3:022-zip3:088,"Jan 17, 2023",7.937071095384702
Elizabeth,Atlanta,zip3:072-zip3:303,"Jan 17, 2023",4.616065101493055
Atlanta,Dallas,zip3:303-zip3:752,"Jan 17, 2023",3.9990116094988073
Atlanta,Dallas,zip3:303-zip3:753,"Jan 17, 2023",4.249741553507487
Jacksonville,Orlando,zip3:322-zip3:328,"Jan 17, 2023",9.91257351922859
Jacksonville,Tampa,zip3:322-zip3:336,"Jan 17, 2023",7.365397882319829
Memphis,Milwaukee,zip3:381-zip3:532,"Jan 17, 2023",4.461541514301269
Cleveland,Grand Prairie,zip3:441-zip3:750,"Jan 17, 2023",4.496629523304859
Indianapolis,Cincinnati,zip3:462-zip3:452,"Jan 17, 2023",13.580157558324988
Minneapolis,Chicago,zip3:554-zip3:606,"Jan 17, 2023",7.377528672082615
Chicago,Atlanta,zip3:606-zip3:303,"Jan 17, 2023",6.947779033558126
Chicago,Minneapolis,zip3:606-zip3:554,"Jan 17, 2023",6.198439277822295
Chicago,Chicago,zip3:606-zip3:606,"Jan 17, 2023",28.918541359735695
Saint Louis,Chicago,zip3:631-zip3:606,"Jan 17, 2023",6.990255129709306
Fort Worth,Houston,zip3:761-zip3:770,"Jan 17, 2023",5.4304210582599985
Fort Worth,Houston,zip3:761-zip3:772,"Jan 17, 2023",5.305272353201799
Houston,Dallas,zip3:770-zip3:752,"Jan 17, 2023",6.945642938032208
Houston,Dallas,zip3:770-zip3:753,"Jan 17, 2023",6.817979429533719
Houston,Laredo,zip3:770-zip3:780,"Jan 17, 2023",5.671489737898957
Houston,San Antonio,zip3:770-zip3:782,"Jan 17, 2023",7.752159234293824
Houston,Dallas,zip3:772-zip3:752,"Jan 17, 2023",7.382115655758235
Houston,Dallas,zip3:772-zip3:753,"Jan 17, 2023",6.999152062294501
Houston,Laredo,zip3:772-zip3:780,"Jan 17, 2023",5.8447358142474375
Houston,San Antonio,zip3:772-zip3:782,"Jan 17, 2023",7.721709515605873
Fort Collins,Phoenix,zip3:805-zip3:850,"Jan 17, 2023",3.8608641345595553
Los Angeles,Phoenix,zip3:900-zip3:850,"Jan 17, 2023",5.996380048883955
Van Nuys,Phoenix,zip3:914-zip3:850,"Jan 17, 2023",5.3825817476927025
Boston,Edison,zip3:021-zip3:088,"Jan 18, 2023",7.738016344461056
Boston,Edison,zip3:022-zip3:088,"Jan 18, 2023",7.565567911907905
Elizabeth,Atlanta,zip3:072-zip3:303,"Jan 18, 2023",4.765605120620299
Atlanta,Dallas,zip3:303-zip3:752,"Jan 18, 2023",3.842349663645238
Atlanta,Dallas,zip3:303-zip3:753,"Jan 18, 2023",4.251151167241121
Jacksonville,Orlando,zip3:322-zip3:328,"Jan 18, 2023",10.188297706813286
Jacksonville,Tampa,zip3:322-zip3:336,"Jan 18, 2023",7.636793629687483
Memphis,Milwaukee,zip3:381-zip3:532,"Jan 18, 2023",4.681995704567203
Cleveland,Grand Prairie,zip3:441-zip3:750,"Jan 18, 2023",4.287599273333933
Indianapolis,Cincinnati,zip3:462-zip3:452,"Jan 18, 2023",13.306376108886127
Minneapolis,Chicago,zip3:554-zip3:606,"Jan 18, 2023",7.3104952032213015
Chicago,Atlanta,zip3:606-zip3:303,"Jan 18, 2023",6.6264673617643
Chicago,Minneapolis,zip3:606-zip3:554,"Jan 18, 2023",5.973133980336305
Chicago,Chicago,zip3:606-zip3:606,"Jan 18, 2023",28.38383702433079
Saint Louis,Chicago,zip3:631-zip3:606,"Jan 18, 2023",6.618080681148849
Fort Worth,Houston,zip3:761-zip3:770,"Jan 18, 2023",5.359988387183343
Fort Worth,Houston,zip3:761-zip3:772,"Jan 18, 2023",5.314756235775125
Houston,Dallas,zip3:770-zip3:752,"Jan 18, 2023",7.281885208122983
Houston,Dallas,zip3:770-zip3:753,"Jan 18, 2023",7.543290900521669
Houston,Laredo,zip3:770-zip3:780,"Jan 18, 2023",5.5794226738960795
Houston,San Antonio,zip3:770-zip3:782,"Jan 18, 2023",7.279705357908597
Houston,Dallas,zip3:772-zip3:752,"Jan 18, 2023",7.737705638532221
Houston,Dallas,zip3:772-zip3:753,"Jan 18, 2023",7.440708782138724
Houston,Laredo,zip3:772-zip3:780,"Jan 18, 2023",6.232481323956883
Houston,San Antonio,zip3:772-zip3:782,"Jan 18, 2023",7.57820971420733
Fort Collins,Phoenix,zip3:805-zip3:850,"Jan 18, 2023",3.979240439120379
Los Angeles,Phoenix,zip3:900-zip3:850,"Jan 18, 2023",6.003311459591274
Van Nuys,Phoenix,zip3:914-zip3:850,"Jan 18, 2023",5.367151559612497
Boston,Edison,zip3:021-zip3:088,"Jan 19, 2023",6.900466086803785
Boston,Edison,zip3:022-zip3:088,"Jan 19, 2023",6.686651130222456
Elizabeth,Atlanta,zip3:072-zip3:303,"Jan 19, 2023",4.650891156448759
Atlanta,Dallas,zip3:303-zip3:752,"Jan 19, 2023",3.9420017372397114
Atlanta,Dallas,zip3:303-zip3:753,"Jan 19, 2023",4.342557346643837
Jacksonville,Orlando,zip3:322-zip3:328,"Jan 19, 2023",10.22587053773922
Jacksonville,Tampa,zip3:322-zip3:336,"Jan 19, 2023",7.694363899999296
Memphis,Milwaukee,zip3:381-zip3:532,"Jan 19, 2023",4.594168135854985
Cleveland,Grand Prairie,zip3:441-zip3:750,"Jan 19, 2023",4.826447635325399
Indianapolis,Cincinnati,zip3:462-zip3:452,"Jan 19, 2023",13.049388795911053
Minneapolis,Chicago,zip3:554-zip3:606,"Jan 19, 2023",6.89416962664361
Chicago,Atlanta,zip3:606-zip3:303,"Jan 19, 2023",6.751367883727934
Chicago,Minneapolis,zip3:606-zip3:554,"Jan 19, 2023",5.7339958218100735
Chicago,Chicago,zip3:606-zip3:606,"Jan 19, 2023",28.256383345951164
Saint Louis,Chicago,zip3:631-zip3:606,"Jan 19, 2023",6.339925987907145
Fort Worth,Houston,zip3:761-zip3:770,"Jan 19, 2023",5.255494488471529
Fort Worth,Houston,zip3:761-zip3:772,"Jan 19, 2023",5.279902466948475
Houston,Dallas,zip3:770-zip3:752,"Jan 19, 2023",6.946660968024332
Houston,Dallas,zip3:770-zip3:753,"Jan 19, 2023",6.9429430593599815
Houston,Laredo,zip3:770-zip3:780,"Jan 19, 2023",5.59372961328248
Houston,San Antonio,zip3:770-zip3:782,"Jan 19, 2023",7.222510952128971
Houston,Dallas,zip3:772-zip3:752,"Jan 19, 2023",7.0951749646792335
Houston,Dallas,zip3:772-zip3:753,"Jan 19, 2023",6.982989238177517
Houston,Laredo,zip3:772-zip3:780,"Jan 19, 2023",6.013522339049703
Houston,San Antonio,zip3:772-zip3:782,"Jan 19, 2023",7.480472854691239
Fort Collins,Phoenix,zip3:805-zip3:850,"Jan 19, 2023",3.995783094603393
Los Angeles,Phoenix,zip3:900-zip3:850,"Jan 19, 2023",5.850303365195529
Van Nuys,Phoenix,zip3:914-zip3:850,"Jan 19, 2023",5.220517992955854
Boston,Edison,zip3:021-zip3:088,"Jan 20, 2023",7.335776240878564
Boston,Edison,zip3:022-zip3:088,"Jan 20, 2023",7.095389930409063
Elizabeth,Atlanta,zip3:072-zip3:303,"Jan 20, 2023",4.9220012978488175
Atlanta,Dallas,zip3:303-zip3:752,"Jan 20, 2023",3.8257993549906395
Atlanta,Dallas,zip3:303-zip3:753,"Jan 20, 2023",3.972175344080786
Jacksonville,Orlando,zip3:322-zip3:328,"Jan 20, 2023",10.419548953888121
Jacksonville,Tampa,zip3:322-zip3:336,"Jan 20, 2023",7.418708699135713
Memphis,Milwaukee,zip3:381-zip3:532,"Jan 20, 2023",4.953150178471548
Cleveland,Grand Prairie,zip3:441-zip3:750,"Jan 20, 2023",4.699628925293706
Indianapolis,Cincinnati,zip3:462-zip3:452,"Jan 20, 2023",12.766428901728105
Minneapolis,Chicago,zip3:554-zip3:606,"Jan 20, 2023",6.350920508193672
Chicago,Atlanta,zip3:606-zip3:303,"Jan 20, 2023",6.7501530351704435
Chicago,Minneapolis,zip3:606-zip3:554,"Jan 20, 2023",5.626734872442002
Chicago,Chicago,zip3:606-zip3:606,"Jan 20, 2023",28.356302544131594
Saint Louis,Chicago,zip3:631-zip3:606,"Jan 20, 2023",6.5051776375172565
Fort Worth,Houston,zip3:761-zip3:770,"Jan 20, 2023",5.474068342896988
Fort Worth,Houston,zip3:761-zip3:772,"Jan 20, 2023",5.574043651664625
Houston,Dallas,zip3:770-zip3:752,"Jan 20, 2023",6.3879496064910475
Houston,Dallas,zip3:770-zip3:753,"Jan 20, 2023",6.359102675139187
Houston,Laredo,zip3:770-zip3:780,"Jan 20, 2023",5.727385111143032
Houston,San Antonio,zip3:770-zip3:782,"Jan 20, 2023",7.504561127707682
Houston,Dallas,zip3:772-zip3:752,"Jan 20, 2023",6.5961887363993945
Houston,Dallas,zip3:772-zip3:753,"Jan 20, 2023",6.351875133389129
Houston,Laredo,zip3:772-zip3:780,"Jan 20, 2023",6.11388201232579
Houston,San Antonio,zip3:772-zip3:782,"Jan 20, 2023",7.729461474260898
Fort Collins,Phoenix,zip3:805-zip3:850,"Jan 20, 2023",3.9613823348037864
Los Angeles,Phoenix,zip3:900-zip3:850,"Jan 20, 2023",5.976664548000782
Van Nuys,Phoenix,zip3:914-zip3:850,"Jan 20, 2023",5.42496738082629
Boston,Edison,zip3:021-zip3:088,"Jan 21, 2023",6.936688434759981
Boston,Edison,zip3:022-zip3:088,"Jan 21, 2023",6.939927437034298
Elizabeth,Atlanta,zip3:072-zip3:303,"Jan 21, 2023",4.903104182667748
Atlanta,Dallas,zip3:303-zip3:752,"Jan 21, 2023",3.892334497980232
Atlanta,Dallas,zip3:303-zip3:753,"Jan 21, 2023",4.014177153566743
Jacksonville,Orlando,zip3:322-zip3:328,"Jan 21, 2023",10.420144186236875
Jacksonville,Tampa,zip3:322-zip3:336,"Jan 21, 2023",8.514498703245948
Memphis,Milwaukee,zip3:381-zip3:532,"Jan 21, 2023",4.972600396894958
Cleveland,Grand Prairie,zip3:441-zip3:750,"Jan 21, 2023",4.444937770636088
Indianapolis,Cincinnati,zip3:462-zip3:452,"Jan 21, 2023",13.42066966760013
Minneapolis,Chicago,zip3:554-zip3:606,"Jan 21, 2023",6.455596241193307
Chicago,Atlanta,zip3:606-zip3:303,"Jan 21, 2023",6.66778408581096
Chicago,Minneapolis,zip3:606-zip3:554,"Jan 21, 2023",5.89494797960497
Chicago,Chicago,zip3:606-zip3:606,"Jan 21, 2023",27.967426640920227
Saint Louis,Chicago,zip3:631-zip3:606,"Jan 21, 2023",7.294424472232803
Fort Worth,Houston,zip3:761-zip3:770,"Jan 21, 2023",4.697808623064971
Fort Worth,Houston,zip3:761-zip3:772,"Jan 21, 2023",4.752900508773625
Houston,Dallas,zip3:770-zip3:752,"Jan 21, 2023",6.859361168439998
Houston,Dallas,zip3:770-zip3:753,"Jan 21, 2023",7.089178033045727
Houston,Laredo,zip3:770-zip3:780,"Jan 21, 2023",5.787084338317245
Houston,San Antonio,zip3:770-zip3:782,"Jan 21, 2023",7.522007683611993
Houston,Dallas,zip3:772-zip3:752,"Jan 21, 2023",6.896948029473433
Houston,Dallas,zip3:772-zip3:753,"Jan 21, 2023",7.016556766129478
Houston,Laredo,zip3:772-zip3:780,"Jan 21, 2023",6.045536927698331
Houston,San Antonio,zip3:772-zip3:782,"Jan 21, 2023",7.827045868978475
Fort Collins,Phoenix,zip3:805-zip3:850,"Jan 21, 2023",3.917109618641013
Los Angeles,Phoenix,zip3:900-zip3:850,"Jan 21, 2023",6.863882735358326
Van Nuys,Phoenix,zip3:914-zip3:850,"Jan 21, 2023",5.236572789294426
Boston,Edison,zip3:021-zip3:088,"Jan 22, 2023",6.320249237719535
Boston,Edison,zip3:022-zip3:088,"Jan 22, 2023",6.171259661453355
Elizabeth,Atlanta,zip3:072-zip3:303,"Jan 22, 2023",4.849699496041506
Atlanta,Dallas,zip3:303-zip3:752,"Jan 22, 2023",3.8809348657018607
Atlanta,Dallas,zip3:303-zip3:753,"Jan 22, 2023",4.007260468576806
Jacksonville,Orlando,zip3:322-zip3:328,"Jan 22, 2023",9.937553110836635
Jacksonville,Tampa,zip3:322-zip3:336,"Jan 22, 2023",7.119278309893556
Memphis,Milwaukee,zip3:381-zip3:532,"Jan 22, 2023",4.9643868420077055
Cleveland,Grand Prairie,zip3:441-zip3:750,"Jan 22, 2023",4.588628791483259
Indianapolis,Cincinnati,zip3:462-zip3:452,"Jan 22, 2023",12.965160745294316
Minneapolis,Chicago,zip3:554-zip3:606,"Jan 22, 2023",6.463632497672009
Chicago,Atlanta,zip3:606-zip3:303,"Jan 22, 2023",6.469636386085533
Chicago,Minneapolis,zip3:606-zip3:554,"Jan 22, 2023",5.867175238132813
Chicago,Chicago,zip3:606-zip3:606,"Jan 22, 2023",27.7935386098803
Saint Louis,Chicago,zip3:631-zip3:606,"Jan 22, 2023",6.819794416788298
Fort Worth,Houston,zip3:761-zip3:770,"Jan 22, 2023",5.074110127855511
Fort Worth,Houston,zip3:761-zip3:772,"Jan 22, 2023",5.042553843733492
Houston,Dallas,zip3:770-zip3:752,"Jan 22, 2023",6.276512429552392
Houston,Dallas,zip3:770-zip3:753,"Jan 22, 2023",6.472572721401429
Houston,Laredo,zip3:770-zip3:780,"Jan 22, 2023",5.8180084691439635
Houston,San Antonio,zip3:770-zip3:782,"Jan 22, 2023",7.250888202347074
Houston,Dallas,zip3:772-zip3:752,"Jan 22, 2023",6.384728572011118
Houston,Dallas,zip3:772-zip3:753,"Jan 22, 2023",6.356158617770607
Houston,Laredo,zip3:772-zip3:780,"Jan 22, 2023",6.132621825389226
Houston,San Antonio,zip3:772-zip3:782,"Jan 22, 2023",7.641574614957113
Fort Collins,Phoenix,zip3:805-zip3:850,"Jan 22, 2023",4.025280665004618
Los Angeles,Phoenix,zip3:900-zip3:850,"Jan 22, 2023",6.388913837314081
Van Nuys,Phoenix,zip3:914-zip3:850,"Jan 22, 2023",5.280517787327043
Boston,Edison,zip3:021-zip3:088,"Jan 23, 2023",6.724440374943134
Boston,Edison,zip3:022-zip3:088,"Jan 23, 2023",6.6036501659851226
Elizabeth,Atlanta,zip3:072-zip3:303,"Jan 23, 2023",4.909694444902527
Atlanta,Dallas,zip3:303-zip3:752,"Jan 23, 2023",4.4282791783631135
Atlanta,Dallas,zip3:303-zip3:753,"Jan 23, 2023",4.687941524539987
Jacksonville,Orlando,zip3:322-zip3:328,"Jan 23, 2023",11.342215602897168
Jacksonville,Tampa,zip3:322-zip3:336,"Jan 23, 2023",7.308098715557051
Memphis,Milwaukee,zip3:381-zip3:532,"Jan 23, 2023",4.800054003002816
Cleveland,Grand Prairie,zip3:441-zip3:750,"Jan 23, 2023",4.191910058759662
Indianapolis,Cincinnati,zip3:462-zip3:452,"Jan 23, 2023",13.692941925197502
Minneapolis,Chicago,zip3:554-zip3:606,"Jan 23, 2023",6.4643335276761915
Chicago,Atlanta,zip3:606-zip3:303,"Jan 23, 2023",6.826377552356269
Chicago,Minneapolis,zip3:606-zip3:554,"Jan 23, 2023",5.722846582144439
Chicago,Chicago,zip3:606-zip3:606,"Jan 23, 2023",28.172802669383888
Saint Louis,Chicago,zip3:631-zip3:606,"Jan 23, 2023",6.22709597552158
Fort Worth,Houston,zip3:761-zip3:770,"Jan 23, 2023",5.413728778642183
Fort Worth,Houston,zip3:761-zip3:772,"Jan 23, 2023",5.606934833891723
Houston,Dallas,zip3:770-zip3:752,"Jan 23, 2023",6.294877286930485
Houston,Dallas,zip3:770-zip3:753,"Jan 23, 2023",6.491368328185393
Houston,Laredo,zip3:770-zip3:780,"Jan 23, 2023",5.566596262558935
Houston,San Antonio,zip3:770-zip3:782,"Jan 23, 2023",7.154763735883478
Houston,Dallas,zip3:772-zip3:752,"Jan 23, 2023",6.702850066623942
Houston,Dallas,zip3:772-zip3:753,"Jan 23, 2023",6.654947234405639
Houston,Laredo,zip3:772-zip3:780,"Jan 23, 2023",5.76048058316856
Houston,San Antonio,zip3:772-zip3:782,"Jan 23, 2023",7.677487488517839
Fort Collins,Phoenix,zip3:805-zip3:850,"Jan 23, 2023",4.346548586250382
Los Angeles,Phoenix,zip3:900-zip3:850,"Jan 23, 2023",6.11460220553621
Van Nuys,Phoenix,zip3:914-zip3:850,"Jan 23, 2023",5.097942617958546
Boston,Edison,zip3:021-zip3:088,"Jan 24, 2023",6.158379757036252
Boston,Edison,zip3:022-zip3:088,"Jan 24, 2023",6.3226379892147175
Elizabeth,Atlanta,zip3:072-zip3:303,"Jan 24, 2023",4.61053751472258
Atlanta,Dallas,zip3:303-zip3:752,"Jan 24, 2023",4.077836418829091
Atlanta,Dallas,zip3:303-zip3:753,"Jan 24, 2023",4.2659092024005485
Jacksonville,Orlando,zip3:322-zip3:328,"Jan 24, 2023",10.901135922529615
Jacksonville,Tampa,zip3:322-zip3:336,"Jan 24, 2023",8.034578063089919
Memphis,Milwaukee,zip3:381-zip3:532,"Jan 24, 2023",4.451047200039374
Cleveland,Grand Prairie,zip3:441-zip3:750,"Jan 24, 2023",4.590679933830678
Indianapolis,Cincinnati,zip3:462-zip3:452,"Jan 24, 2023",12.663344968601873
Minneapolis,Chicago,zip3:554-zip3:606,"Jan 24, 2023",6.369899410219373
Chicago,Atlanta,zip3:606-zip3:303,"Jan 24, 2023",6.600510061706917
Chicago,Minneapolis,zip3:606-zip3:554,"Jan 24, 2023",5.655737053269918
Chicago,Chicago,zip3:606-zip3:606,"Jan 24, 2023",28.17523523118099
Saint Louis,Chicago,zip3:631-zip3:606,"Jan 24, 2023",6.40026261569321
Fort Worth,Houston,zip3:761-zip3:770,"Jan 24, 2023",5.258380815020276
Fort Worth,Houston,zip3:761-zip3:772,"Jan 24, 2023",5.455180012119734
Houston,Dallas,zip3:770-zip3:752,"Jan 24, 2023",6.144162693625354
