ori_city,dest_city,laneRequest,ship_date,rpm_est_mean
Houston,Dallas,zip3:770-zip3:753,"Jan 24, 2023",6.36022555030684
Houston,Laredo,zip3:770-zip3:780,"Jan 24, 2023",4.988241277512649
Houston,San Antonio,zip3:770-zip3:782,"Jan 24, 2023",7.291734395522896
Houston,Dallas,zip3:772-zip3:752,"Jan 24, 2023",6.275873763444954
Houston,Dallas,zip3:772-zip3:753,"Jan 24, 2023",6.391823395284875
Houston,Laredo,zip3:772-zip3:780,"Jan 24, 2023",5.303043982641407
Houston,San Antonio,zip3:772-zip3:782,"Jan 24, 2023",7.781854606557461
Fort Collins,Phoenix,zip3:805-zip3:850,"Jan 24, 2023",4.6031693586596125
Los Angeles,Phoenix,zip3:900-zip3:850,"Jan 24, 2023",6.191046890714405
Van Nuys,Phoenix,zip3:914-zip3:850,"Jan 24, 2023",5.699642879986582
Boston,Edison,zip3:021-zip3:088,"Jan 25, 2023",6.215844800982529
Boston,Edison,zip3:022-zip3:088,"Jan 25, 2023",6.350629957336775
Elizabeth,Atlanta,zip3:072-zip3:303,"Jan 25, 2023",4.745529138370223
Atlanta,Dallas,zip3:303-zip3:752,"Jan 25, 2023",4.2940452895659025
Atlanta,Dallas,zip3:303-zip3:753,"Jan 25, 2023",4.273765995245154
Jacksonville,Orlando,zip3:322-zip3:328,"Jan 25, 2023",11.32268635816991
Jacksonville,Tampa,zip3:322-zip3:336,"Jan 25, 2023",7.907426908811032
Memphis,Milwaukee,zip3:381-zip3:532,"Jan 25, 2023",4.330123693659239
Cleveland,Grand Prairie,zip3:441-zip3:750,"Jan 25, 2023",4.180599713648392
Indianapolis,Cincinnati,zip3:462-zip3:452,"Jan 25, 2023",12.321160851449713
Minneapolis,Chicago,zip3:554-zip3:606,"Jan 25, 2023",6.1660805117845054
Chicago,Atlanta,zip3:606-zip3:303,"Jan 25, 2023",6.313004123611089
Chicago,Minneapolis,zip3:606-zip3:554,"Jan 25, 2023",5.627226791284111
Chicago,Chicago,zip3:606-zip3:606,"Jan 25, 2023",28.827153980336508
Saint Louis,Chicago,zip3:631-zip3:606,"Jan 25, 2023",6.455083209182684
Fort Worth,Houston,zip3:761-zip3:770,"Jan 25, 2023",5.260348633394749
Fort Worth,Houston,zip3:761-zip3:772,"Jan 25, 2023",5.247697813014862
Houston,Dallas,zip3:770-zip3:752,"Jan 25, 2023",6.179877217437886
Houston,Dallas,zip3:770-zip3:753,"Jan 25, 2023",6.098820926950174
Houston,Laredo,zip3:770-zip3:780,"Jan 25, 2023",4.842939543964977
Houston,San Antonio,zip3:770-zip3:782,"Jan 25, 2023",7.137924387536202
Houston,Dallas,zip3:772-zip3:752,"Jan 25, 2023",6.558946258738478
Houston,Dallas,zip3:772-zip3:753,"Jan 25, 2023",6.307023109559575
Houston,Laredo,zip3:772-zip3:780,"Jan 25, 2023",4.987688845106007
Houston,San Antonio,zip3:772-zip3:782,"Jan 25, 2023",7.306284724303033
Fort Collins,Phoenix,zip3:805-zip3:850,"Jan 25, 2023",3.600977981315027
Los Angeles,Phoenix,zip3:900-zip3:850,"Jan 25, 2023",6.038485434749859
Van Nuys,Phoenix,zip3:914-zip3:850,"Jan 25, 2023",5.650233775529091
Boston,Edison,zip3:021-zip3:088,"Jan 26, 2023",6.216599135678393
Boston,Edison,zip3:022-zip3:088,"Jan 26, 2023",6.351601472759649
Elizabeth,Atlanta,zip3:072-zip3:303,"Jan 26, 2023",4.6985950106753105
Atlanta,Dallas,zip3:303-zip3:752,"Jan 26, 2023",4.439538924760159
Atlanta,Dallas,zip3:303-zip3:753,"Jan 26, 2023",4.42689532381454
Jacksonville,Orlando,zip3:322-zip3:328,"Jan 26, 2023",12.02838631093168
Jacksonville,Tampa,zip3:322-zip3:336,"Jan 26, 2023",7.9396342311765284
Memphis,Milwaukee,zip3:381-zip3:532,"Jan 26, 2023",4.5169278305875356
Cleveland,Grand Prairie,zip3:441-zip3:750,"Jan 26, 2023",4.311905820775843
Indianapolis,Cincinnati,zip3:462-zip3:452,"Jan 26, 2023",11.84464106457333
Minneapolis,Chicago,zip3:554-zip3:606,"Jan 26, 2023",6.206429742331142
Chicago,Atlanta,zip3:606-zip3:303,"Jan 26, 2023",5.371004392944852
Chicago,Minneapolis,zip3:606-zip3:554,"Jan 26, 2023",5.603430544360961
Chicago,Chicago,zip3:606-zip3:606,"Jan 26, 2023",28.678504094907975
Saint Louis,Chicago,zip3:631-zip3:606,"Jan 26, 2023",6.325908349760999
Fort Worth,Houston,zip3:761-zip3:770,"Jan 26, 2023",5.093206228730007
Fort Worth,Houston,zip3:761-zip3:772,"Jan 26, 2023",5.314878882945944
Houston,Dallas,zip3:770-zip3:752,"Jan 26, 2023",5.997864225495686
Houston,Dallas,zip3:770-zip3:753,"Jan 26, 2023",5.954392128636176
Houston,Laredo,zip3:770-zip3:780,"Jan 26, 2023",5.190658905071709
Houston,San Antonio,zip3:770-zip3:782,"Jan 26, 2023",7.146839972325959
Houston,Dallas,zip3:772-zip3:752,"Jan 26, 2023",6.36146050626305
Houston,Dallas,zip3:772-zip3:753,"Jan 26, 2023",6.012288648901479
Houston,Laredo,zip3:772-zip3:780,"Jan 26, 2023",5.55390413499834
Houston,San Antonio,zip3:772-zip3:782,"Jan 26, 2023",7.380168253755171
Fort Collins,Phoenix,zip3:805-zip3:850,"Jan 26, 2023",3.480831900692695
Los Angeles,Phoenix,zip3:900-zip3:850,"Jan 26, 2023",5.746722780531662
Van Nuys,Phoenix,zip3:914-zip3:850,"Jan 26, 2023",5.469704622064578
Boston,Edison,zip3:021-zip3:088,"Jan 27, 2023",6.56950754902245
Boston,Edison,zip3:022-zip3:088,"Jan 27, 2023",6.710326731470415
Elizabeth,Atlanta,zip3:072-zip3:303,"Jan 27, 2023",4.713111363057088
Atlanta,Dallas,zip3:303-zip3:752,"Jan 27, 2023",4.419851615075613
Atlanta,Dallas,zip3:303-zip3:753,"Jan 27, 2023",4.64545479339656
Jacksonville,Orlando,zip3:322-zip3:328,"Jan 27, 2023",11.00721625834041
Jacksonville,Tampa,zip3:322-zip3:336,"Jan 27, 2023",7.4232129275017344
Memphis,Milwaukee,zip3:381-zip3:532,"Jan 27, 2023",4.582353492001916
Cleveland,Grand Prairie,zip3:441-zip3:750,"Jan 27, 2023",4.185104187985065
Indianapolis,Cincinnati,zip3:462-zip3:452,"Jan 27, 2023",12.547917685946446
Minneapolis,Chicago,zip3:554-zip3:606,"Jan 27, 2023",6.33573837324337
Chicago,Atlanta,zip3:606-zip3:303,"Jan 27, 2023",5.976502618846693
Chicago,Minneapolis,zip3:606-zip3:554,"Jan 27, 2023",5.7270496919527805
Chicago,Chicago,zip3:606-zip3:606,"Jan 27, 2023",28.734668066847544
Saint Louis,Chicago,zip3:631-zip3:606,"Jan 27, 2023",6.457946773773447
Fort Worth,Houston,zip3:761-zip3:770,"Jan 27, 2023",5.119074354915917
Fort Worth,Houston,zip3:761-zip3:772,"Jan 27, 2023",5.049125656483181
Houston,Dallas,zip3:770-zip3:752,"Jan 27, 2023",7.051476857180951
Houston,Dallas,zip3:770-zip3:753,"Jan 27, 2023",7.051420012918886
Houston,Laredo,zip3:770-zip3:780,"Jan 27, 2023",4.728087154985992
Houston,San Antonio,zip3:770-zip3:782,"Jan 27, 2023",7.012921329482041
Houston,Dallas,zip3:772-zip3:752,"Jan 27, 2023",7.472659935026385
Houston,Dallas,zip3:772-zip3:753,"Jan 27, 2023",7.09072142427823
Houston,Laredo,zip3:772-zip3:780,"Jan 27, 2023",5.0285227387032805
Houston,San Antonio,zip3:772-zip3:782,"Jan 27, 2023",7.2346957256535
Fort Collins,Phoenix,zip3:805-zip3:850,"Jan 27, 2023",3.6288026458088174
Los Angeles,Phoenix,zip3:900-zip3:850,"Jan 27, 2023",6.80689066775808
Van Nuys,Phoenix,zip3:914-zip3:850,"Jan 27, 2023",6.141149903038183
Boston,Edison,zip3:021-zip3:088,"Jan 28, 2023",6.307126880914543
Boston,Edison,zip3:022-zip3:088,"Jan 28, 2023",6.776239722604807
Elizabeth,Atlanta,zip3:072-zip3:303,"Jan 28, 2023",4.644648528083321
Atlanta,Dallas,zip3:303-zip3:752,"Jan 28, 2023",4.431629279306819
Atlanta,Dallas,zip3:303-zip3:753,"Jan 28, 2023",4.508847415228814
Jacksonville,Orlando,zip3:322-zip3:328,"Jan 28, 2023",10.284643369475985
Jacksonville,Tampa,zip3:322-zip3:336,"Jan 28, 2023",7.646152889631797
Memphis,Milwaukee,zip3:381-zip3:532,"Jan 28, 2023",4.332470905890071
Cleveland,Grand Prairie,zip3:441-zip3:750,"Jan 28, 2023",4.278369150947643
Indianapolis,Cincinnati,zip3:462-zip3:452,"Jan 28, 2023",12.082121441678357
Minneapolis,Chicago,zip3:554-zip3:606,"Jan 28, 2023",6.186227587864117
Chicago,Atlanta,zip3:606-zip3:303,"Jan 28, 2023",5.887162286282617
Chicago,Minneapolis,zip3:606-zip3:554,"Jan 28, 2023",5.579186751302492
Chicago,Chicago,zip3:606-zip3:606,"Jan 28, 2023",29.090158346219127
Saint Louis,Chicago,zip3:631-zip3:606,"Jan 28, 2023",6.38374277634619
Fort Worth,Houston,zip3:761-zip3:770,"Jan 28, 2023",5.218687447111881
Fort Worth,Houston,zip3:761-zip3:772,"Jan 28, 2023",5.282622930936563
Houston,Dallas,zip3:770-zip3:752,"Jan 28, 2023",7.281455845473255
Houston,Dallas,zip3:770-zip3:753,"Jan 28, 2023",7.346003328921512
Houston,Laredo,zip3:770-zip3:780,"Jan 28, 2023",4.501951500844459
Houston,San Antonio,zip3:770-zip3:782,"Jan 28, 2023",8.129959570065747
Houston,Dallas,zip3:772-zip3:752,"Jan 28, 2023",7.537969133282305
Houston,Dallas,zip3:772-zip3:753,"Jan 28, 2023",7.5193017967353075
Houston,Laredo,zip3:772-zip3:780,"Jan 28, 2023",4.909039994582661
Houston,San Antonio,zip3:772-zip3:782,"Jan 28, 2023",8.10601722555075
Fort Collins,Phoenix,zip3:805-zip3:850,"Jan 28, 2023",3.606033634578158
Los Angeles,Phoenix,zip3:900-zip3:850,"Jan 28, 2023",6.93560084131482
Van Nuys,Phoenix,zip3:914-zip3:850,"Jan 28, 2023",5.758365712089754
Boston,Edison,zip3:021-zip3:088,"Jan 29, 2023",6.328406934283992
Boston,Edison,zip3:022-zip3:088,"Jan 29, 2023",6.877030648112756
Elizabeth,Atlanta,zip3:072-zip3:303,"Jan 29, 2023",4.732132074073396
Atlanta,Dallas,zip3:303-zip3:752,"Jan 29, 2023",4.638644900747307
Atlanta,Dallas,zip3:303-zip3:753,"Jan 29, 2023",4.742720696919138
Jacksonville,Orlando,zip3:322-zip3:328,"Jan 29, 2023",9.760853362369229
Jacksonville,Tampa,zip3:322-zip3:336,"Jan 29, 2023",7.478725140520684
Memphis,Milwaukee,zip3:381-zip3:532,"Jan 29, 2023",4.6986099289604635
Cleveland,Grand Prairie,zip3:441-zip3:750,"Jan 29, 2023",4.242949018630548
Indianapolis,Cincinnati,zip3:462-zip3:452,"Jan 29, 2023",11.888156716297114
Minneapolis,Chicago,zip3:554-zip3:606,"Jan 29, 2023",6.267743879979641
Chicago,Atlanta,zip3:606-zip3:303,"Jan 29, 2023",6.176754714814212
Chicago,Minneapolis,zip3:606-zip3:554,"Jan 29, 2023",5.656557720987786
Chicago,Chicago,zip3:606-zip3:606,"Jan 29, 2023",28.79629192725218
Saint Louis,Chicago,zip3:631-zip3:606,"Jan 29, 2023",6.06154969750231
Fort Worth,Houston,zip3:761-zip3:770,"Jan 29, 2023",5.269828006258059
Fort Worth,Houston,zip3:761-zip3:772,"Jan 29, 2023",5.301398310589518
Houston,Dallas,zip3:770-zip3:752,"Jan 29, 2023",7.3333125243725
Houston,Dallas,zip3:770-zip3:753,"Jan 29, 2023",7.299577469149227
Houston,Laredo,zip3:770-zip3:780,"Jan 29, 2023",4.6756119973417185
Houston,San Antonio,zip3:770-zip3:782,"Jan 29, 2023",8.175729520775633
Houston,Dallas,zip3:772-zip3:752,"Jan 29, 2023",7.818195415329425
Houston,Dallas,zip3:772-zip3:753,"Jan 29, 2023",7.608304978372289
Houston,Laredo,zip3:772-zip3:780,"Jan 29, 2023",5.299199391842777
Houston,San Antonio,zip3:772-zip3:782,"Jan 29, 2023",8.234758786630856
Fort Collins,Phoenix,zip3:805-zip3:850,"Jan 29, 2023",3.888632936676176
Los Angeles,Phoenix,zip3:900-zip3:850,"Jan 29, 2023",6.080765753121833
Van Nuys,Phoenix,zip3:914-zip3:850,"Jan 29, 2023",6.168156272524708
Boston,Edison,zip3:021-zip3:088,"Jan 30, 2023",6.2838357558367814
Boston,Edison,zip3:022-zip3:088,"Jan 30, 2023",6.248344637961891
Elizabeth,Atlanta,zip3:072-zip3:303,"Jan 30, 2023",4.631527835282203
Atlanta,Dallas,zip3:303-zip3:752,"Jan 30, 2023",4.16180202253601
Atlanta,Dallas,zip3:303-zip3:753,"Jan 30, 2023",4.180107569368403
Jacksonville,Orlando,zip3:322-zip3:328,"Jan 30, 2023",11.773021769702519
Jacksonville,Tampa,zip3:322-zip3:336,"Jan 30, 2023",6.950398482799338
Memphis,Milwaukee,zip3:381-zip3:532,"Jan 30, 2023",4.62434316082228
Cleveland,Grand Prairie,zip3:441-zip3:750,"Jan 30, 2023",4.280729522433727
Indianapolis,Cincinnati,zip3:462-zip3:452,"Jan 30, 2023",12.501802277978337
Minneapolis,Chicago,zip3:554-zip3:606,"Jan 30, 2023",6.3352281316316965
Chicago,Atlanta,zip3:606-zip3:303,"Jan 30, 2023",6.27829141139493
Chicago,Minneapolis,zip3:606-zip3:554,"Jan 30, 2023",5.715510952313901
Chicago,Chicago,zip3:606-zip3:606,"Jan 30, 2023",28.786580482566897
Saint Louis,Chicago,zip3:631-zip3:606,"Jan 30, 2023",6.197954890033836
Fort Worth,Houston,zip3:761-zip3:770,"Jan 30, 2023",5.388410654409199
Fort Worth,Houston,zip3:761-zip3:772,"Jan 30, 2023",5.344727839255463
Houston,Dallas,zip3:770-zip3:752,"Jan 30, 2023",7.19157997808776
Houston,Dallas,zip3:770-zip3:753,"Jan 30, 2023",7.215946013712337
Houston,Laredo,zip3:770-zip3:780,"Jan 30, 2023",4.751834657302462
Houston,San Antonio,zip3:770-zip3:782,"Jan 30, 2023",7.2540747462115664
Houston,Dallas,zip3:772-zip3:752,"Jan 30, 2023",7.452983854010381
Houston,Dallas,zip3:772-zip3:753,"Jan 30, 2023",7.315797180509299
Houston,Laredo,zip3:772-zip3:780,"Jan 30, 2023",5.42123985980227
Houston,San Antonio,zip3:772-zip3:782,"Jan 30, 2023",7.572097301034734
Fort Collins,Phoenix,zip3:805-zip3:850,"Jan 30, 2023",3.764096136575686
Los Angeles,Phoenix,zip3:900-zip3:850,"Jan 30, 2023",6.242363455818938
Van Nuys,Phoenix,zip3:914-zip3:850,"Jan 30, 2023",6.458749290723977
Boston,Edison,zip3:021-zip3:088,"Jan 31, 2023",6.538008114883274
Boston,Edison,zip3:022-zip3:088,"Jan 31, 2023",6.554356186193732
Elizabeth,Atlanta,zip3:072-zip3:303,"Jan 31, 2023",4.647525427664063
Atlanta,Dallas,zip3:303-zip3:752,"Jan 31, 2023",4.235654006353676
Atlanta,Dallas,zip3:303-zip3:753,"Jan 31, 2023",4.269466738309266
Jacksonville,Orlando,zip3:322-zip3:328,"Jan 31, 2023",11.35668916349024
Jacksonville,Tampa,zip3:322-zip3:336,"Jan 31, 2023",7.027977033894757
Memphis,Milwaukee,zip3:381-zip3:532,"Jan 31, 2023",4.603237035347581
Cleveland,Grand Prairie,zip3:441-zip3:750,"Jan 31, 2023",4.390001683448785
Indianapolis,Cincinnati,zip3:462-zip3:452,"Jan 31, 2023",12.246991236902126
Minneapolis,Chicago,zip3:554-zip3:606,"Jan 31, 2023",6.394965315372289
Chicago,Atlanta,zip3:606-zip3:303,"Jan 31, 2023",6.87318081978699
Chicago,Minneapolis,zip3:606-zip3:554,"Jan 31, 2023",5.506713456709931
Chicago,Chicago,zip3:606-zip3:606,"Jan 31, 2023",28.750284260834224
Saint Louis,Chicago,zip3:631-zip3:606,"Jan 31, 2023",6.36836955703118
Fort Worth,Houston,zip3:761-zip3:770,"Jan 31, 2023",7.219412432544527
Fort Worth,Houston,zip3:761-zip3:772,"Jan 31, 2023",7.064579332470366
Houston,Dallas,zip3:770-zip3:752,"Jan 31, 2023",7.293952595201151
Houston,Dallas,zip3:770-zip3:753,"Jan 31, 2023",7.239139209744154
Houston,Laredo,zip3:770-zip3:780,"Jan 31, 2023",5.1023869264551625
Houston,San Antonio,zip3:770-zip3:782,"Jan 31, 2023",7.451863859271619
Houston,Dallas,zip3:772-zip3:752,"Jan 31, 2023",7.923046581987391
Houston,Dallas,zip3:772-zip3:753,"Jan 31, 2023",7.790774778222211
Houston,Laredo,zip3:772-zip3:780,"Jan 31, 2023",5.456998435093553
Houston,San Antonio,zip3:772-zip3:782,"Jan 31, 2023",7.970155717469341
Fort Collins,Phoenix,zip3:805-zip3:850,"Jan 31, 2023",3.7653753795619336
Los Angeles,Phoenix,zip3:900-zip3:850,"Jan 31, 2023",6.559320738504372
Van Nuys,Phoenix,zip3:914-zip3:850,"Jan 31, 2023",5.971031218535508
Boston,Edison,zip3:021-zip3:088,"Feb 1, 2023",6.755442493479361
Boston,Edison,zip3:022-zip3:088,"Feb 1, 2023",6.9577521615479645
Elizabeth,Atlanta,zip3:072-zip3:303,"Feb 1, 2023",4.699557544483845
Atlanta,Dallas,zip3:303-zip3:752,"Feb 1, 2023",4.161758218023264
Atlanta,Dallas,zip3:303-zip3:753,"Feb 1, 2023",4.291493080774936
Jacksonville,Orlando,zip3:322-zip3:328,"Feb 1, 2023",10.798887004390211
Jacksonville,Tampa,zip3:322-zip3:336,"Feb 1, 2023",7.643760168685597
Memphis,Milwaukee,zip3:381-zip3:532,"Feb 1, 2023",4.178147842898396
Cleveland,Grand Prairie,zip3:441-zip3:750,"Feb 1, 2023",4.473046120587931
Indianapolis,Cincinnati,zip3:462-zip3:452,"Feb 1, 2023",13.342404505234786
Minneapolis,Chicago,zip3:554-zip3:606,"Feb 1, 2023",6.020440523711301
Chicago,Atlanta,zip3:606-zip3:303,"Feb 1, 2023",6.208996988325449
Chicago,Minneapolis,zip3:606-zip3:554,"Feb 1, 2023",5.430237003948447
Chicago,Chicago,zip3:606-zip3:606,"Feb 1, 2023",28.300270124486328
Saint Louis,Chicago,zip3:631-zip3:606,"Feb 1, 2023",6.578558438163546
Fort Worth,Houston,zip3:761-zip3:770,"Feb 1, 2023",5.516260195856372
Fort Worth,Houston,zip3:761-zip3:772,"Feb 1, 2023",5.382121193371591
Houston,Dallas,zip3:770-zip3:752,"Feb 1, 2023",7.747801196760669
Houston,Dallas,zip3:770-zip3:753,"Feb 1, 2023",7.694633270154897
Houston,Laredo,zip3:770-zip3:780,"Feb 1, 2023",5.618126654831821
Houston,San Antonio,zip3:770-zip3:782,"Feb 1, 2023",8.213046307574867
Houston,Dallas,zip3:772-zip3:752,"Feb 1, 2023",7.821586947382
Houston,Dallas,zip3:772-zip3:753,"Feb 1, 2023",7.688305423500884
Houston,Laredo,zip3:772-zip3:780,"Feb 1, 2023",5.966418556394817
Houston,San Antonio,zip3:772-zip3:782,"Feb 1, 2023",8.22262047477873
Fort Collins,Phoenix,zip3:805-zip3:850,"Feb 1, 2023",3.8864193492894783
Los Angeles,Phoenix,zip3:900-zip3:850,"Feb 1, 2023",6.953510530192082
Van Nuys,Phoenix,zip3:914-zip3:850,"Feb 1, 2023",6.628268507721126
Boston,Edison,zip3:021-zip3:088,"Feb 2, 2023",6.625184768331881
Boston,Edison,zip3:022-zip3:088,"Feb 2, 2023",6.74564415440998
Elizabeth,Atlanta,zip3:072-zip3:303,"Feb 2, 2023",4.56041735846683
Atlanta,Dallas,zip3:303-zip3:752,"Feb 2, 2023",4.078718772984565
Atlanta,Dallas,zip3:303-zip3:753,"Feb 2, 2023",4.261532551406465
Jacksonville,Orlando,zip3:322-zip3:328,"Feb 2, 2023",10.592809901715437
Jacksonville,Tampa,zip3:322-zip3:336,"Feb 2, 2023",7.12952050401249
Memphis,Milwaukee,zip3:381-zip3:532,"Feb 2, 2023",4.286618009729859
Cleveland,Grand Prairie,zip3:441-zip3:750,"Feb 2, 2023",4.298122442832712
Indianapolis,Cincinnati,zip3:462-zip3:452,"Feb 2, 2023",13.35267435205605
Minneapolis,Chicago,zip3:554-zip3:606,"Feb 2, 2023",6.119782114926302
Chicago,Atlanta,zip3:606-zip3:303,"Feb 2, 2023",6.0359578682689214
Chicago,Minneapolis,zip3:606-zip3:554,"Feb 2, 2023",5.553463023699485
Chicago,Chicago,zip3:606-zip3:606,"Feb 2, 2023",28.272010332608133
Saint Louis,Chicago,zip3:631-zip3:606,"Feb 2, 2023",6.366382122248893
Fort Worth,Houston,zip3:761-zip3:770,"Feb 2, 2023",5.3582443558284
Fort Worth,Houston,zip3:761-zip3:772,"Feb 2, 2023",5.293539460132044
Houston,Dallas,zip3:770-zip3:752,"Feb 2, 2023",8.113963290279901
Houston,Dallas,zip3:770-zip3:753,"Feb 2, 2023",8.058221662768904
Houston,Laredo,zip3:770-zip3:780,"Feb 2, 2023",5.62742381614572
Houston,San Antonio,zip3:770-zip3:782,"Feb 2, 2023",8.133586533684717
Houston,Dallas,zip3:772-zip3:752,"Feb 2, 2023",8.076437851980256
Houston,Dallas,zip3:772-zip3:753,"Feb 2, 2023",8.017747017858904
Houston,Laredo,zip3:772-zip3:780,"Feb 2, 2023",6.119635369001182
Houston,San Antonio,zip3:772-zip3:782,"Feb 2, 2023",8.251131307578367
Fort Collins,Phoenix,zip3:805-zip3:850,"Feb 2, 2023",3.658791337237756
Los Angeles,Phoenix,zip3:900-zip3:850,"Feb 2, 2023",6.372924141349492
Van Nuys,Phoenix,zip3:914-zip3:850,"Feb 2, 2023",5.980034659975594
Boston,Edison,zip3:021-zip3:088,"Feb 3, 2023",6.84085602397191
Boston,Edison,zip3:022-zip3:088,"Feb 3, 2023",6.58743113674395
Elizabeth,Atlanta,zip3:072-zip3:303,"Feb 3, 2023",4.656295191363197
Atlanta,Dallas,zip3:303-zip3:752,"Feb 3, 2023",4.313944342628913
Atlanta,Dallas,zip3:303-zip3:753,"Feb 3, 2023",4.358705980620002
Jacksonville,Orlando,zip3:322-zip3:328,"Feb 3, 2023",10.453073490159728
Jacksonville,Tampa,zip3:322-zip3:336,"Feb 3, 2023",7.600259086029375
Memphis,Milwaukee,zip3:381-zip3:532,"Feb 3, 2023",4.455076376352211
Cleveland,Grand Prairie,zip3:441-zip3:750,"Feb 3, 2023",4.297713760804256
Indianapolis,Cincinnati,zip3:462-zip3:452,"Feb 3, 2023",13.220778176881744
Minneapolis,Chicago,zip3:554-zip3:606,"Feb 3, 2023",5.999723928402034
Chicago,Atlanta,zip3:606-zip3:303,"Feb 3, 2023",5.510857277164833
Chicago,Minneapolis,zip3:606-zip3:554,"Feb 3, 2023",5.330731574979124
Chicago,Chicago,zip3:606-zip3:606,"Feb 3, 2023",28.341857511926605
Saint Louis,Chicago,zip3:631-zip3:606,"Feb 3, 2023",6.7278341566278765
Fort Worth,Houston,zip3:761-zip3:770,"Feb 3, 2023",5.303722738905142
Fort Worth,Houston,zip3:761-zip3:772,"Feb 3, 2023",5.044260081305961
Houston,Dallas,zip3:770-zip3:752,"Feb 3, 2023",7.138752156637137
Houston,Dallas,zip3:770-zip3:753,"Feb 3, 2023",7.038036753600231
Houston,Laredo,zip3:770-zip3:780,"Feb 3, 2023",5.892351973663898
Houston,San Antonio,zip3:770-zip3:782,"Feb 3, 2023",7.579267796259919
Houston,Dallas,zip3:772-zip3:752,"Feb 3, 2023",7.130540464983268
Houston,Dallas,zip3:772-zip3:753,"Feb 3, 2023",7.043461303658217
Houston,Laredo,zip3:772-zip3:780,"Feb 3, 2023",5.970796584869751
Houston,San Antonio,zip3:772-zip3:782,"Feb 3, 2023",7.797545429926476
Fort Collins,Phoenix,zip3:805-zip3:850,"Feb 3, 2023",3.7261514392956245
Los Angeles,Phoenix,zip3:900-zip3:850,"Feb 3, 2023",6.7170393356510125
Van Nuys,Phoenix,zip3:914-zip3:850,"Feb 3, 2023",6.813575681143035
Boston,Edison,zip3:021-zip3:088,"Feb 4, 2023",6.896099929546953
Boston,Edison,zip3:022-zip3:088,"Feb 4, 2023",6.7827751263296365
Elizabeth,Atlanta,zip3:072-zip3:303,"Feb 4, 2023",4.75269479417808
Atlanta,Dallas,zip3:303-zip3:752,"Feb 4, 2023",4.062063648411396
Atlanta,Dallas,zip3:303-zip3:753,"Feb 4, 2023",4.1048610133235055
Jacksonville,Orlando,zip3:322-zip3:328,"Feb 4, 2023",11.520768321959183
Jacksonville,Tampa,zip3:322-zip3:336,"Feb 4, 2023",7.592998588262564
Memphis,Milwaukee,zip3:381-zip3:532,"Feb 4, 2023",4.423580556014455
Cleveland,Grand Prairie,zip3:441-zip3:750,"Feb 4, 2023",4.1336789911060166
Indianapolis,Cincinnati,zip3:462-zip3:452,"Feb 4, 2023",11.986825710032235
Minneapolis,Chicago,zip3:554-zip3:606,"Feb 4, 2023",6.736924318563943
Chicago,Atlanta,zip3:606-zip3:303,"Feb 4, 2023",5.48761651923387
Chicago,Minneapolis,zip3:606-zip3:554,"Feb 4, 2023",5.155231398514288
Chicago,Chicago,zip3:606-zip3:606,"Feb 4, 2023",28.483566413204688
Saint Louis,Chicago,zip3:631-zip3:606,"Feb 4, 2023",6.914817853628024
Fort Worth,Houston,zip3:761-zip3:770,"Feb 4, 2023",5.4794396651930395
Fort Worth,Houston,zip3:761-zip3:772,"Feb 4, 2023",5.2266391110921635
Houston,Dallas,zip3:770-zip3:752,"Feb 4, 2023",7.562232055612046
Houston,Dallas,zip3:770-zip3:753,"Feb 4, 2023",7.474755483464743
Houston,Laredo,zip3:770-zip3:780,"Feb 4, 2023",6.554509892873216
Houston,San Antonio,zip3:770-zip3:782,"Feb 4, 2023",7.978118682660519
Houston,Dallas,zip3:772-zip3:752,"Feb 4, 2023",7.659256589474881
Houston,Dallas,zip3:772-zip3:753,"Feb 4, 2023",7.546189566056993
Houston,Laredo,zip3:772-zip3:780,"Feb 4, 2023",6.790526320427025
Houston,San Antonio,zip3:772-zip3:782,"Feb 4, 2023",8.011083034360473
Fort Collins,Phoenix,zip3:805-zip3:850,"Feb 4, 2023",3.791151013393727
Los Angeles,Phoenix,zip3:900-zip3:850,"Feb 4, 2023",5.906540340311765
Van Nuys,Phoenix,zip3:914-zip3:850,"Feb 4, 2023",6.562250129426976
Boston,Edison,zip3:021-zip3:088,"Feb 5, 2023",7.020747768895505
Boston,Edison,zip3:022-zip3:088,"Feb 5, 2023",7.043811234941846
Elizabeth,Atlanta,zip3:072-zip3:303,"Feb 5, 2023",4.603042095706842
Atlanta,Dallas,zip3:303-zip3:752,"Feb 5, 2023",4.199517612212059
Atlanta,Dallas,zip3:303-zip3:753,"Feb 5, 2023",4.234630579014179
Jacksonville,Orlando,zip3:322-zip3:328,"Feb 5, 2023",12.011960119281778
Jacksonville,Tampa,zip3:322-zip3:336,"Feb 5, 2023",7.549454263274461
Memphis,Milwaukee,zip3:381-zip3:532,"Feb 5, 2023",4.360730781698928
Cleveland,Grand Prairie,zip3:441-zip3:750,"Feb 5, 2023",4.158499420953017
Indianapolis,Cincinnati,zip3:462-zip3:452,"Feb 5, 2023",12.21664923389988
Minneapolis,Chicago,zip3:554-zip3:606,"Feb 5, 2023",6.318140336097601
Chicago,Atlanta,zip3:606-zip3:303,"Feb 5, 2023",5.631483388422922
Chicago,Minneapolis,zip3:606-zip3:554,"Feb 5, 2023",5.131659825410787
Chicago,Chicago,zip3:606-zip3:606,"Feb 5, 2023",28.624922290193993
